弧形深松铲的有限元分析—基于Pro/E5.0与ANSYS Workbench	采用Pro/E 5.0软件建立弧形深松铲的三维模型,并将三维模型导人到ANSYS Workbench中,在Workbench中对其进行结构强度、刚度校核以及模态分析,得到其在工作载荷下的变形、应力和模态频率,并在结构尺寸上进行优化设计,使其在结构强度上得到了改进.	深松铲_Pr0/E_ANSYS Workbench_有限元	农业工程	工学
对体育学硕士论文选题的思考	 最近接连参加了湖南大学、湖南师范大学硕士论文答辩,在答辩过程中引发了我对硕士研究生论文的若干思考.	体育学硕士_研究生论文_师范大学_若干思考_论文答辩_湖南大学_过程_参加	体育学	教育学
互联网门户网站的商业模式和价值冲突分析	互联网门户网站代表注意力经济,其商业模式各构成要素太多,价值流动异常复杂,使用介现商业模式的框架分析,可以发现门户网站核心界面的价值冲突和资源、能力冲突,不断进行商业模式的创新,提高门户网站的盈利能力和可持续发展.	门户网站_商业模式_价值主张_冲突	应用经济学	经济学
北方冬季使用增氧机应该注意的几个问题	在北方冬季比较漫长,尤其近几年冬天北方气温持续偏低,降雪量偏大,给鱼类越冬带来巨大的影响.虽然近些年随着养殖技术的不断提高,常规冬季鱼池越冬技术得到普遍应用.但是在极端天气灾害降临时,还是给广大养殖户带来巨大的经济损失.为了减少鱼类越冬带来的经济损失,冬季使用增氧机越来越被大家所接受.	北方冬季_冬季使用_经济损失_越冬技术_鱼类_养殖技术_天气灾害_增氧机_养殖户_降雪量_鱼池_应用_气温_冬天	水产	农学
军事学苑的一枝奇葩--读施渡桥《中国近代军事思想史》	 2000年6月,国防大学出版社出版了《中国近代军事思想史》一书.这是施渡桥先生在中国近代军事学术研究上的又一力作.施先生长期从事中国近代军事史研究,成果颇丰.特别是对中国近代军事思想,施先生认为,军事思想是各阶级、政治集团及其军事家关于战争、军队、国防等一系列军事问题的理性认识,是军事实践的理性升华.如果忽视从军事指导思想入手高屋建瓴地研究军事问题,就会出现就事论事、现象罗列和知其然而不知其所以然的流弊.自1988年前后起,施先生笔耕不息,历时十余年,终于将这部中国近代军事思想专史推向了社会.全书按近代军事思想的发展轨迹,分为三编:军事思想的萌发、军事思想的初步发展和近代军事思想形成相对完整的体系,揭示近代军事思想的纵向流变;每编依内容多寡,分成若干章,反映军事思想的横向扩展.纵观全书,笔者认为本书主要有以下两个方面的特点:	军事学术研究_渡桥_中国_近代_军事思想史_军事问题_军事史研究_大学出版社_指导思想_政治集团_思想形成_理性升华_理性认识_军事实践_国防_初步发展_生长期_军事家_专史_战争	军事学	军事学
持久性有机污染物的根际修复及其研究方法	根际是具有特殊性质的土壤微生态环境,对土壤中持久性有机污染物的行为及生物修复具有重要作用.本文从微生物降解、植物过程、非生物降解、土壤吸附、挥发、淋溶等方面归纳了有机污染物根际修复的研究进展,并从细胞培养、添加根系分泌物或根系残留物、挥发污染物收集和残留态污染物测定等方面综述了有机污染物根际行为的研究方法及其优缺点.	持久性有机污染物_生物修复_根际行为_研究方法	农业资源利用	农学
古湖岸堤沉积物石英光释光测年研究:以中国东北兴凯湖为例	古湖岸堤是湖面波动的地貌证据,可以用来重建古湖泊演化.古湖岸堤沉积物的准确测年是应用此地貌学证据重建湖泊演化的关键.以我国兴凯湖最低一级湖岸堤——大湖岗为研究对象,采用石英小片技术,应用单片再生剂量法(SAR)对大湖岗2个不同位置的剖面风成砂质沉积物(共13个样品)进行了光释光(OSL)测年.样品石英组分的光释光衰减曲线特征表明,样品的释光信号以快组分为主,预热坪和实验室剂量恢复实验结果表明,SAR法可以用来测量兴凯湖古湖岸堤样品的等效剂量.通过分析样品等效剂量分布情况和比较3种年龄模型(平均值模型、中值模型和最小值模型),认为大湖岗湖滨砂质沉积物在沉积埋藏前石英光释光信号晒退完全,获得的OSL年龄是可信的.年代结果表明,大湖岗采自不同位置的2个剖面的年代范围一致,且各个剖面中所有年代均随地层顺序变化;另外,2个样品的OSL年龄与同层位的炭屑样品的14C年代结果在误差范围内一致,进一步表明OSL测年技术可以获得可靠的兴凯湖岸堤沉积物的年龄.尽管与前人使用热释光(TL)测年方法研究大湖岗形成年代有较大差别,本文认为兴凯湖最低一级古湖岸堤——大湖岗形成于距今约1.24-0.50 ka.	兴凯湖_大湖岗_光释光_单片再生剂量法_等效剂量年代模型	地理学	理学
基于Markov决策支持系统的坦克排作战效能预测	分析了Markov模型的一般预测过程,建立了一种基于Markov决策支持系统的作战效能预测分析模型,根据坦克排在担负不同作战任务时的特点,给出了坦克排作战效能预测分析的应用实例,预测分析的结果表明,该模型能够对作战态势做以正确的预测,有利于指挥员更好地进行兵力部署,发挥坦克排作战的最佳效能.	Markov_决策支持_坦克排_效能预测	军事学	军事学
罗源湾船舶通航环境危险度综合评价	随着罗源湾许多大型码头的陆续建设投产,通航船舶的流量和吨位不断上升.针对湾内通航环境现状,统计分析船舶事故和交通流,建立罗源湾船舶通航环境危险度评价指标及对应标准,采用模糊数学理论构建罗源湾船舶通航环境危险度评价模型,从而实现对罗源湾船舶通航环境危险度的综合评价.评价结果处于“较低危险”等级,符合实际情况.在综合评价的基础上,提出改善罗源湾船舶通航环境的措施.	水路运输_船舶_模糊数学_综合评价_罗源湾	船舶与海洋工程	工学
大前庭水管综合征	 长期以来,儿童不明原因的感音神经性聋是耳科医师面前的一大难题,医师面对的仅仅是一些不明疾病的结果一听功能损害或因听力障碍而导致的聋哑症,而不明其原因及病理改变,故不可能有针对性的治疗[1].	感音神经性聋_医师_听力障碍_功能损害_病理改变_聋哑症_治疗_疾病_耳科_儿童	基础医学/临床医学	医学
内隐和外显记忆测验中的定向遗忘效应	定向遗忘效应已为许多研究所证实,但多数研究都是使用传统的记忆任务(外显记忆测验),采用内隐记忆测验进行的研究还非常少,而且研究结果也不尽一致.本文试图在前人研究的基础上,通过操作指示符变量(记住/遗忘),考察再认和偏好测验中是否有定向遗忘效应.	定向遗忘效应_内隐记忆测验_外显记忆测验_提取抑制	心理学	教育学
明与北元对峙格局中的洪武朝之东胜卫变迁	明朝建立后,元朝退居漠北,史称北元.东胜地区处于明与北元斗争的前沿,洪武四年,明朝先于此地初建东胜卫,洪武五年以后内迁大同,洪武二十五年复于原地增置.这一过程反映了明与北元复杂的斗争形势.洪武后期,东胜卫的存在大幅度北移了明朝的边防线,是明与北元实力此长彼消的最终产物.因此,从14世纪末到15世纪初的东胜卫变迁是明朝根据不断变化的客观形势对边防体系做出的合理调整.这一点对于全面理解明初北边边防格局的演变具有重要意义.	洪武朝_东胜卫_边防_北元	历史学	历史学
浅谈月季园的造园艺术特色	在迅速发展的城市建设中,城市市花的普及发展在美化城市环境,提高市民的审美情趣,加强精神文明建设等方面所起的重要作用越来越为人们所关注.通过分析淮安市月季园造园艺术特色和设计手法,为城市建造专类园提供理论指导,同时为欣赏者体验园林意境指明欣赏途径.	月季园_艺术特色_造园	园艺学	农学
论民族权利与国家整合	现代民族国家的兴起与发展,在人类社会引发了两大政治潮流:一是民族独立运动,即寻求自由、独立和平等的民族力图建立民族独立国家;二是国家整合运动,即民族国家力图以共同的国家认同为基础,有机整合国内各民族,从而建立一体化的民族国家共同体.于是,在全球范围内,民族与国家之间就出现极为复杂的政治关系.本文主要探讨在民族国家建设过程中,国家整合与保障国内少数民族权力之间的内在关系.	民族_国家_民族权利_国家整合	民族学	法学
井下安全事故分析与防范措施之探讨	根据矿山安全生产实际情况,全面分析了井下常见事故的发生原因,并提出了相应的安全防范措施,对于矿山企业的安全生产具有现实的指导意义.	井下安全_冒项片帮事故_防范措施	矿业工程	工学
儿童中耳感染病原菌的构成及主要病原菌耐药性的监测	目的：探讨儿童中耳感染病原菌的构成及耐药性。方法收集中耳炎患儿的耳脓分泌物，以全自动细菌鉴定仪VITEK32进行细菌鉴定和药敏实验，并结合K-B药敏实验法，根据临床试验室标准化委员会标准进行结果判读。结果2010年1月至2012年12月共收到2个月~14岁中耳炎患儿耳脓分泌物425份，分离病原菌347株，检出阳性率81.65%。细菌检出率93.37%（324/347），真菌检出率6.63%（23/347）。分离细菌主要为肺炎链球菌（40.92%，142/347），金黄色葡萄球菌（33.43%，116/347）和流感嗜血杆菌（7.78%，27/347）；肺炎链球菌相对集中分布在1~3岁幼儿，分离率为47.09%，不同年龄段间各细菌分离率差异无统计学意义（P>0.05）。2010年、2011年和2012年耳脓分泌物耐甲氧西林金黄色葡萄球菌（MRSA）分离率分别为11.11%（5/45）、18.75%（9/48）和30.43%（7/23），差异无统计学意义（χ2=3.86，P=0.145）；对青霉素耐药的肺炎链球菌（PRSP）分别为9.26%、3.92%和27.03%，各年份之间差异有统计学意义（χ2=11.47，P=0.003）。结论根据儿童耳脓分泌物的病原菌分离培养和药敏实验结果合理选用抗生素，可能有助于降低细菌耐药，提高儿童中耳炎治愈率。	中耳炎_病原菌_耐药性_儿童	基础医学/临床医学	医学
一类非线性方程组的奇摄动问题	本文在较弱的假设下,用校正边界层的方法得到了一类非线性奇摄动方程组的一致有效渐近展开式,并得到了其渐近性态.	非线性方程组_边界层_奇摄动_展开式	数学	理学
特发性阴囊钙沉着症1例	患者男,64岁.因阴囊多发结节30年于2013年1月15日就诊于我科.患者30年前无明显诱因阴囊出现数个丘疹,逐渐增大,无明显自觉症状,未诊治.否认甲状旁腺、肾脏病和骨骼疾病史,发病前局部无外伤及炎症史,否认类似疾病家族史.	钙沉着症,特发性_阴囊	基础医学/临床医学	医学
符号政治经济学的"革命"——鲍德里亚《符号政治经济学批判》解读	鲍德里亚在<符号政治经济学批判>一书中提出,必须打破仅仅通过交换价值和使用价值来说明政治经济学的观念,因为新的差异性符号生产生成了不同于经济价值的符号交换价值,这种符号政治经济学观念彻底颠覆了传统的政治经济学的全部理论基础,因而成为一场新的政治经济学革命.	鲍德里亚_《符号政治经济学批判》_差异性生产_符号交换价值	哲学	哲学
一类允许缺货的订货销售存贮模型	利用存贮论知识,研究了一类订货销售存贮模型.考虑到在现实中往往存在订货批量折扣现象,因此在模型中假设有批量折扣,同时假设需求速度是连续的、均匀的;允许发生缺货,并产生缺货费用.库存系统的平均总费用包括订货费用、存贮费用和缺货费用.据此建立有批量折扣且允许缺货的订货销售存贮模型,使模型更接近于实际,并利用数学方法对该模型进行了求解,确定了最优订货批量和最优订货周期,以及平均每天的最小总费用.最后,通过实例说明了模型的应用.	存贮模型_折扣_订货批量_订货周期	交通运输工程	工学
油气地质实验分析技术发展趋势与展望	该文是作者在实践和调研过程中所接触到的一些当前油气地质实验分析的主要进展,包括基础理论研究(干酪根热降解成烃理论、陆相有机质成烃理论、未成熟-低成熟石油生成理论等)和油气地质实验分析技术(分析测试仪器和分析测试技术等)的概括介绍.此外,作者还对油气地质实验分析发展趋势及今后油气地质实验分析展望提出了建议.	有机质_成烃理论_微观地质研究_理性勘探_实验分析_油气地质	石油与天然气工程	工学
善治的德性诉求	善治的魅力在于公共事务管理中公共利益最大化的目的性和公共事务管理的民主化,但西方善治的路径却建立在社团利益最大化利益博弈的基础之上,因此,所面对的困境是善活而不善.善治的中国化和追求善治的善果,需要确立善治的德性基础和德性民主的合理化路径.	善治_利益_德性	哲学	哲学
用回访制发挥干部考察结果的作用	 <干部任用条例>规定:"考察中了解到的考察对象的表现情况,一般由考察组向党委(党组)主要成员和本人反馈."事实上,干部考察情况往往只有党委(党组)和组织人事部门清楚,而后就在档案室保存,干部考察的作用没有得到充分发挥,造成有些考察对象对考察结果抱着无所谓的态度.一些在考察中发现有问题的班子和干部,由于他们不知道自己的问题或不足之处,而无法纠正和改进.	干部考察_组织人事部门_干部任用条例_考察结果_对象_党组_党委_档案室_态度_反馈_保存	公共管理	管理学
奈替米星与依文思蓝的光度分析研究	 硫酸奈替米星是半合成的一种较新的氨基糖苷类抗生素,由西梭米星乙酰化而成,它不但全面保留了西梭米星的体内抗菌活性,同时提高了西梭米星对钝化酶的耐受性,其抗菌谱广,活性高,耳、肾毒性较其他同类药小,现已广泛用于国内外临床[1-3].	依文思蓝_奈替米星_分光光度法	化学/化学工程与技术	工学
驻华新闻机构中新闻助理的日常实践及其意义——一项基于文化中间人概念的考察	作为文化中间人,驻华新闻机构中新闻助理的主要工作是在外国记者和中国社会之间开展沟通和联系.与诸多文化中介职业境况相似,新闻助理职业并未像专业化程度较高的职业一样具有排他性的知识、技能以及工作中的自主性和独立性,故而他们的职业权威与合法性也并未建立在专业主义之上.就新闻助理而言,通过利用自身所掌握的社会关系,他们游走于其所植根于的中国社会和其所供职媒体机构这两种社会和文化空间中.透过对新闻助理日常中介行动的考察,本文发现与传统对文化中间人的认识,即将其工作视为弥合生产与消费之间沟壑不同,在文化中介过程中新闻助理们谨慎地控制外国记者和中国社会这两者之间的距离和信息在两者之间流动的速度和节奏,从而来保证其在工作过程中的自主性和职业的权威.	新闻助理_文化中间人_职业权威_外国记者	新闻传播学	文学
基于FPGA技术的数字中频系统的设计?	在数字中频的理论基础上，研究了数字中频的FPGA实现技术。包括NCO混频器、多速率信号处理(抽取和内插)模块、FIR滤波器模块在FPGA上的实现方式和结构。然后对数字中频系统中的各个模块利用MATLAB和DSP Builder进行了仿真，并使用QuartusⅡ编程实现。通过在软件上仿真数字中频系统，验证了本设计方案的正确性和可行性。	直放站_数字中频_FPGA技术_多速率信号处理_FIR滤波器	电子科学与技术	工学
论中国食品安全法律体系的完善	我国目前食品安全形势严峻的主要表现是:产地环境污染较为严重;食品生产加工水平还处于较低阶段;食品安全标准与食品安全检测技术与国外发达国家存在较大差距;食品安全违法行为具有广泛性和普遍性,违法手段呈现恶意性、严重危害性和多变性;假冒伪劣食品严重侵害人民群众的身体健康,并导致消费者食品安全信心 不足;食品出口受阻,严重影响经济的发展.食品安全形势严峻的主要原因是:现行食品安全法律体系的构建并不以食品安全为目的;现行食品安全法律体系强调以制裁为特征的"强法",忽视以强调纲领、政策和原则为特征的"软法";中央人民政府食品安全管理职能尚且没有法制化,食品安全公共管理部分职能缺失;食品安全监管职能横向与纵向的交叉和冲突严重;食品安全标准的含义以及强制性标准的法律性质和法律位阶的模糊不清.我国食品安全法律体系完善的构想:制定食品安全基本法;清理和完善现行食品安全监管法;建立食品安全监管部门之间、地方与中央之间及地方与地方之间的协调机制.	食品安全_法律体系_强法_软法	食品科学与工程	工学
浅覆土下盾构快速穿越法——URUP法	浅覆土下盾构快速穿越法——URUP法是针对在地面交通十字路口、地面立交路口处建立地下穿越通道而提出的一种施工方法,该方法与传统盾构地下穿越法相比,具有施工周期短、对周围环境和既有建筑结构影响小等优点.鉴于此,文章对该施工工法关键技术、盾构断面,以及应用实例进行了较为详细的论述.	浅覆土_盾构快速穿越_URUP施工法	土木工程	工学
硫酸新霉素灭菌溶液的制备与质量控制	目的:筛选硫酸新霉素灭菌溶液的最佳处方,并考察其质量稳定性.方法:配制各种不同处方硫酸新霉素灭菌溶液,以溶液颜色、 pH值及浓度的变化为考察指标,筛选出最佳处方,预测其稳定性,并与留样观测结果进行比较.结果:用盐酸调节溶液 pH值至 4～ 5、 100℃灭菌后溶液颜色不会变黄,经 6mo加速试验, 9mo室温留样观察,质量稳定.结论:本处方设计合理,性质稳定,质量可控. 	硫酸新霉素_pH值_稳定性	药学	医学
